K,M,N/M,exp1-mean,exp1-std,exp2-mean,exp2-std,exp3-mean,exp3-std,exp4-mean,exp4-std,exp5-mean,exp5-std,exp6-mean,exp6-std,exp7-mean,exp7-std,exp8-mean,exp8-std
4,80000,0.23,0.041287500000000005,0.0017866089626828675,0.035201086956521736,0.0012271421415381155,0.11020597826086957,0.0025070587375857598,0.038078819730367176,0.0015402647857546002,0.040107653899957046,0.001437254279967536,0.07005440229340194,0.0019184967662057026,0.08485636018632663,0.002193790838280881,0.041525145987242,0.0017031399279726653
4,80000,0.25,0.05311499999999999,0.0022693666517334746,0.044335000000000006,0.0013425442264595982,0.1364885,0.0025101081152014157,0.04886324223836831,0.0017302611206969117,0.05034446715754961,0.0016720893728191806,0.08827707042161652,0.001968127644601824,0.10657560848950051,0.002256525195944025,0.053486776084036264,0.0019575426204576168
4,160000,0.05,0.00022250000000000001,0.0001596676235183577,0.00025375,0.00019320892189544458,0.0008487500000000001,0.00035676278883874644,0.0002176521805222537,0.00017365622225646617,0.000235940851546034,0.00018261601956538038,0.0004482284982700444,0.0001998524637688485,0.0005587463145586679,0.00025756093102626226,0.00025377053647067556,0.00018750832935723443
4,160000,0.07,0.0007767857142857144,0.00027879455349992847,0.0007392857142857142,0.00024421887138969655,0.0026750000000000003,0.0005132057112316818,0.0007208297214879072,0.00022290094491625445,0.0008274618137222897,0.0002740028786321705,0.0015051442719841393,0.0003643248246975398,0.0020145270358266697,0.0004072615024703873,0.0007670560083875733,0.00025634516054706723
4,160000,0.09,0.0018402777777777773,0.0003347049327023858,0.0018701388888888886,0.00034278484032882676,0.00643611111111111,0.0007022395831187284,0.0017608387715096314,0.00033542893293601753,0.0020281037356426113,0.000387165592811143,0.0036154163520689107,0.00048037589311382303,0.00465266890146666,0.0005919344204026377,0.001918078206923673,0.0003263593645159173
4,160000,0.11,0.003840340909090909,0.0004617395887625172,0.0037232954545454544,0.00043244982212624946,0.012584090909090911,0.0008473143644665802,0.0035915314862210324,0.0004648654865235952,0.004032125162715814,0.0004957930354704512,0.007179587222368392,0.0006401604988660528,0.008959217224485817,0.0007579011785105478,0.003851468274820725,0.00048037207980861145
4,160000,0.13,0.006715384615384616,0.0006272105876830964,0.006441826923076922,0.0005674500717681724,0.021318269230769227,0.0010779137785116794,0.006177927497252862,0.000535898211587088,0.0069825373018770455,0.0005807690981138138,0.012476882954000412,0.0007802228217208554,0.015629463705382787,0.0008366868619295709,0.006840724422087044,0.0006145289812018651
4,160000,0.15,0.010797083333333336,0.0006697754339660754,0.010044166666666667,0.000551098020117817,0.03299875000000001,0.001310632997511762,0.010051130376190735,0.0007698938345435631,0.01107292656400573,0.0006967710364923216,0.01971105022349322,0.0009678668098955349,0.024294629036307525,0.001021381219189877,0.010928003136171184,0.0007502268786203519
4,160000,0.17,0.016002205882352943,0.0007225292734817477,0.014732720588235295,0.0007412963656236629,0.04781102941176471,0.0013800279650268159,0.015057299269051576,0.0007611746567755734,0.016370820920206596,0.0007879274458914235,0.029140207618475494,0.0010395930622799506,0.035648134875146766,0.0012268331203432188,0.016412693051545923,0.0008022371655447123
4,160000,0.19,0.02285559210526316,0.0010369065464712615,0.02061085526315789,0.000822924220075904,0.06586973684210526,0.0014706068079729903,0.021340539489890977,0.000864800158398485,0.022771281652887526,0.0010080022480098176,0.04064442168659617,0.001123121441350775,0.04939654334034526,0.0012513738527203952,0.02329979543230416,0.0009272115287088181
4,160000,0.21,0.03144166666666667,0.0010495983736800213,0.027351190476190473,0.0008527707608270477,0.08678303571428574,0.0015278968561870452,0.02908066384485432,0.0009450677049396474,0.030678224062403826,0.001004692213239797,0.05426752903089151,0.001251864460664706,0.06641052596539158,0.0015236008142240508,0.0319080777302334,0.0008893740375954501
4,160000,0.23,0.04110652173913043,0.0011232532122491248,0.035211141304347826,0.0008237493294815854,0.11038940217391305,0.0015317173585609758,0.038242348110073224,0.0009870915438110232,0.039987594064388635,0.0010666266290503658,0.07048588473794261,0.001415465407723036,0.08489166550410593,0.0014289960607400348,0.04168609145129463,0.0011933300724003117
4,160000,0.25,0.053293,0.0011992918743992222,0.04396325000000001,0.0008923876329824389,0.13683425,0.0017215786904756923,0.04896607170772833,0.0012174101367926331,0.05039647028381007,0.001338928271133853,0.08843758616738347,0.0015552764321457558,0.1061391926800402,0.001688245639758641,0.053240733842852814,0.001138929509328555
4,320000,0.05,0.00021687500000000005,0.00011403638399651226,0.0002275,0.00012359207094308274,0.0008487499999999999,0.00023637562797378247,0.00020401066890386778,0.0001100049928481825,0.0002511043983923263,0.0001578029020939053,0.00047015511901457607,0.00015610553530969896,0.000583341528995962,0.00017581353745657524,0.0002348151941065361,0.0001269988952638801
4,320000,0.07,0.0007982142857142859,0.00018048969669276108,0.000765625,0.00019575523799257737,0.002670535714285715,0.0003635244584450338,0.0006949567432741145,0.00016355063951987598,0.0008307648186123314,0.00020377651725546,0.0014783350780484734,0.00024411222930385983,0.0019454347144896417,0.00028367095708758483,0.0007955289089001914,0.0001809331819820672
4,320000,0.09,0.0018670138888888894,0.0002617261060556424,0.0018770833333333337,0.00023166878995829526,0.0064038194444444455,0.00045965337580327383,0.0017773211442367004,0.00024398738542621054,0.0020004884056846273,0.00027917448250964393,0.0036224370306123565,0.00030671958848393465,0.004613435618610477,0.00037637845194905654,0.0019298003070948697,0.0002679318596934787
4,320000,0.11,0.00385965909090909,0.0002981471492802957,0.003713920454545455,0.00030594506977229624,0.012461363636363637,0.0005498831816211077,0.003513310229709838,0.0003046170896955293,0.004023061248762603,0.0003493634917360688,0.0072283426110877555,0.000442653578874409,0.008918537529592135,0.00044366238190157443,0.003899590062518422,0.00035326884363661505
4,320000,0.13,0.006679567307692308,0.00037965026861678733,0.006445432692307693,0.0004030821384489004,0.021093269230769228,0.0007375576649805746,0.006238240594829117,0.00041624715561033567,0.0070055230591024795,0.00043241626615297973,0.012505640997406189,0.0005342110611824802,0.01552012065833478,0.0005757048986605863,0.006919075922979403,0.00046780968235205444
4,320000,0.15,0.010759583333333333,0.0004493573729350739,0.010100833333333331,0.0004260069769903357,0.03281166666666666,0.0008689119553275299,0.010036099149295602,0.0004501040840707501,0.011162651229420156,0.0005894613191368153,0.019814459200199322,0.0006402703018802209,0.02432222945209577,0.0007411977975173344,0.01097465958234321,0.0005269637729706007
4,320000,0.17,0.01606654411764706,0.0005782644143600961,0.014766911764705886,0.0005302592277517828,0.04794099264705883,0.0008624928499716173,0.015047516476407903,0.0005702182525362792,0.01637891721160585,0.0005587718260819173,0.029015745436127248,0.0007588844875897598,0.03575314470554157,0.0008040877224158121,0.016474416365604632,0.0005236731082063124
4,320000,0.19,0.022821874999999995,0.0006524082702036545,0.020598190789473687,0.00048612842760070864,0.06605444078947369,0.0010949325695435766,0.02126180861537532,0.0005881011104013698,0.022918749516473796,0.0006458087925832836,0.040666064014593536,0.0007753111563699492,0.04961146365084018,0.0008835890713743996,0.02332768632704874,0.0006611796374892311
4,320000,0.21,0.031108779761904765,0.0007445727164969476,0.027295833333333342,0.000587143925239441,0.08669925595238094,0.0013043317237463575,0.02917456891985472,0.000710969800699942,0.030882346915460924,0.0007004066577735695,0.0543235211113273,0.0008920560676258095,0.06589926242244093,0.0009070511503567757,0.03161800988561913,0.0007484495397773978
4,320000,0.23,0.041214673913043474,0.0007865005510040527,0.03518057065217391,0.0006862349134380398,0.11030923913043476,0.001161528434686005,0.038276791949467516,0.0008286441851238347,0.039923839706730344,0.0006886846754968033,0.07032353678940681,0.0009628709821590109,0.08491109947349472,0.000998425886251712,0.04165873534185423,0.0008536437444229356
4,320000,0.25,0.05321974999999999,0.0009209797432625758,0.04405662500000001,0.0005683926212355331,0.136657125,0.001270238972349297,0.04896267788839688,0.000710785227706295,0.05035367842221907,0.0007815663232300232,0.0888836510871457,0.0008919958452388136,0.10632525899433241,0.0013283317955475281,0.05333235699915529,0.0009148631427995065
6,40000,0.05,9e-05,0.00022781571499789035,2e-05,9.797958971132714e-05,0.000245,0.0003278337993557101,3.0090082472369935e-05,9.559216296530933e-05,3.0027991859706047e-05,0.00012930564842909077,0.00014642837796311904,0.00023676898325701194,0.00013670077129613602,0.00025006650271833925,3.496308826802786e-05,0.0001280612198124117
6,40000,0.07,0.0002892857142857143,0.0003100979108051428,0.00022500000000000005,0.00028416993335046573,0.001017857142857143,0.0005306306413608438,0.000165189986196946,0.00022356622669921836,0.00023757394998522418,0.0003373924311388018,0.00048574521901851057,0.00039523009547940357,0.0006228489152168455,0.00048009222873797496,0.00019860859204103815,0.00025070533832840413
6,40000,0.09,0.0009111111111111109,0.0004445833116387235,0.0009333333333333332,0.0004623477393680707,0.0035805555555555556,0.0010728804830288405,0.0006721765084107039,0.0004182947700726655,0.0009507511201392207,0.000651498673558296,0.0019007424874010568,0.0006568756974889902,0.002392904324028692,0.0008339902600902049,0.0008439652985885648,0.0004740853839943981
6,40000,0.11,0.0022727272727272726,0.0006331085580538236,0.0023977272727272727,0.0008203097328760885,0.00895,0.0014798159925817893,0.0018521216469528084,0.0005755838080478086,0.002286809865696843,0.0007416825775982127,0.00461103386085207,0.0011175708173475833,0.005890457054274096,0.0010626592534321677,0.0021396160780346642,0.0007086827564203673
6,40000,0.13,0.004932692307692308,0.0010126328534360261,0.004901923076923077,0.0009908960591303207,0.018128846153846155,0.0019990484052736742,0.0037680747738818915,0.0008277152744683231,0.00463115246930335,0.0010083853901148843,0.009279712848691793,0.0011762381902445573,0.012034756774062334,0.0012879013337177816,0.004486432449432825,0.000785288064221602
6,40000,0.15,0.009126666666666667,0.0012485814172714393,0.008706666666666666,0.0012955307792561317,0.03207,0.001971347536866879,0.007304060368319135,0.001116518357854634,0.008746993414246357,0.0014026633912184998,0.017061450554599348,0.0015861630453106442,0.02202201886165212,0.001975608967744813,0.008225208497537525,0.0010812599490344207
6,40000,0.17,0.015276470588235296,0.0014478058808114127,0.014216176470588236,0.001411160256631469,0.05112058823529411,0.002659755497777658,0.012329909757904598,0.0013059866184228668,0.014764022071246734,0.0017017966985994077,0.028507639402050765,0.002021063305129855,0.03634196369170397,0.0021846922698690006,0.013764206545640421,0.0014067663992198447
6,40000,0.19,0.023686842105263155,0.001762173723753416,0.0214671052631579,0.0015219282446020414,0.07624210526315787,0.0028697679117022706,0.01946269923906894,0.0016239172850126455,0.022488488355375317,0.0019610029879310992,0.043067621995996695,0.0021098737199964955,0.0546720759873355,0.002647893010135623,0.02155880549527216,0.0017635051956255054
6,40000,0.21,0.035145238095238104,0.0020507022744889383,0.030811904761904763,0.0017621766199530902,0.10703452380952382,0.003196693258527576,0.028883186166993532,0.0018801770363065465,0.03280647778335828,0.0022757992663847045,0.06138329300054553,0.0023833578059928814,0.07729554211769817,0.0026942507873547617,0.03140502317071309,0.0017919796747242933
6,40000,0.23,0.04908913043478261,0.002506644289775304,0.04121739130434782,0.001992957828799295,0.1414304347826087,0.003478760833632882,0.04050976276769326,0.0021729281509957595,0.04407714874072746,0.0022141775387182656,0.08431596346000081,0.003047252479686895,0.10446126463197858,0.0031323462410690396,0.045269992307579845,0.002151807569457265
6,40000,0.25,0.066214,0.002462357407039035,0.053667000000000006,0.002240895133646374,0.181961,0.0039401749961137525,0.05502142950657957,0.002574678234409798,0.059399928544242746,0.0022403961502768296,0.11128110967677557,0.0031760743414770993,0.13626712014519315,0.002816633426827523,0.060770179130574045,0.0026763720530004966
6,80000,0.05,2e-05,9.797958971132714e-05,5e-06,4.9749371855331e-05,9.500000000000002e-05,0.00022017038856303998,4.5116473688320346e-06,2.851450528685324e-05,9.512819305653911e-06,6.755658997582626e-05,2.8559699028116118e-05,0.00010691553630493327,3.412605556927013e-05,0.00011751134272989757,6.449700670912048e-06,3.400446764637494e-05
6,80000,0.07,0.00015000000000000004,0.00023244485850389972,0.0001642857142857143,0.00023915241489690293,0.0006571428571428571,0.0004621378891320518,8.87968737858645e-05,0.00013777129364319813,0.00011694341360527547,0.000218299051886207,0.00036231895268787307,0.0003214201040368087,0.00043606647238311725,0.0003715636791716337,0.00011385314817045993,0.00018379808531438025
6,80000,0.09,0.0007472222222222224,0.00043513691615682204,0.0007166666666666669,0.0004234266447175829,0.0029638888888888887,0.0008924019121671053,0.00043241203757035337,0.00029459827477183194,0.0006082054613805492,0.00041456824379817276,0.0014144873186691107,0.0005052482078972471,0.0019001255321419294,0.0007247809369477046,0.0005272535393169744,0.0003646518991276133
6,80000,0.11,0.002161363636363636,0.0006203296577607109,0.0022227272727272725,0.0006544349654220365,0.009031818181818183,0.0013141081254178654,0.001575246609943235,0.0006224323646162307,0.002192872817630952,0.0006890956806685034,0.004231166066804004,0.0009652841148640305,0.005780296242141731,0.001211673679142544,0.0018281308597404965,0.0005827223749574513
6,80000,0.13,0.005290384615384616,0.0009886542015171507,0.005019230769230769,0.0009399499546038412,0.020488461538461542,0.001735553217396171,0.0038244321357480803,0.0008046174079943584,0.004887611893304682,0.001149056705055048,0.01012602364181529,0.001339308321520444,0.013379684104908385,0.001393600252420882,0.004167171408738428,0.0008511601127861044
6,80000,0.15000000000000002,0.010681666666666667,0.0012812960018842032,0.010181666666666667,0.00135566609294308,0.039768333333333336,0.0025778861926435428,0.007599031761631168,0.0011435491223208364,0.009810220031381815,0.0014223188329757796,0.02012119169988756,0.001634083458754398,0.026539003951686947,0.002119351248368365,0.008904694494140166,0.0011826098079444605
6,80000,0.16999999999999998,0.019276364171201647,0.0017557266653852016,0.01759964700691278,0.0015009731377943474,0.06771436976025887,0.0027308602420412164,0.014153989657744354,0.0014664998939446585,0.017610856714410324,0.0017892497766030045,0.03549399476205625,0.002048924486333548,0.045988918490160395,0.0023781464927476064,0.01624865271447655,0.0015254659187133
6,80000,0.19,0.03140921052631579,0.001998813273266175,0.02777763157894737,0.0016093450044941593,0.10486973684210527,0.0030840878702932174,0.02397269962482743,0.0016899106562565497,0.028154227034127656,0.001929759772576157,0.056959834766825514,0.002547814987293278,0.07287061603307877,0.002787365255302288,0.02647276146920214,0.001774204102634433
6,80000,0.21000000000000002,0.04820595238095238,0.00268922510945856,0.040861904761904766,0.001608343466888523,0.14985833333333332,0.003815794504217005,0.03669918982381885,0.0019583182698204825,0.042168556022187186,0.002386583848734342,0.08446191372712958,0.0028438818046582883,0.10748632698904449,0.0032655683907982266,0.041032011784597096,0.002225787819058204
6,80000,0.22999999999999998,0.07036630434782609,0.0027480726619555614,0.05645108695652173,0.0018348247857299406,0.2027315217391305,0.004405102488030977,0.05371492290950387,0.0023432590069618394,0.059804866827661216,0.0023745767604936704,0.11753478001758993,0.003584138824339044,0.14855823856986433,0.0033950678298939464,0.059704231355513414,0.002196293892427228
6,80000,0.25,0.098921,0.0033533951452222265,0.074383,0.002229217575742664,0.261005,0.004031535067440193,0.07469347695771363,0.002681506634601705,0.08099476190417983,0.0031047838317369556,0.15759443351846408,0.003992872450493542,0.19556303799772945,0.003857073147783341,0.08247567101462444,0.0031952149201561887
6,160000,0.05,5.875e-05,7.995115696473691e-05,4.25e-05,7.545694136393287e-05,0.00021625000000000005,0.00016942457761493757,3.3791490047856964e-05,5.7440730454798596e-05,3.58819768318045e-05,6.801334296460947e-05,0.00010611011752497322,0.00010021025214951434,0.000134604068769274,0.00012797051372420568,3.547296386444533e-05,6.0584624770830626e-05
6,160000,0.07,0.0002607142857142857,0.0001625294321854679,0.0002633928571428571,0.00015276730921668456,0.0010982142857142857,0.000298139426019,0.0002073434485204085,0.00011806308461558046,0.00024094933085923385,0.00015624782981970103,0.000548636880795346,0.00021401448381498103,0.0007332995024480428,0.0002484325381258927,0.00020705715672003308,0.0001390889429104526
6,160000,0.09,0.0009618055555555556,0.00025484786523253486,0.0009451388888888888,0.00023993934901075248,0.0035999999999999995,0.0005180685878611008,0.000742695773585281,0.00021497280683637832,0.0009368307737284196,0.00027977787386628585,0.0017772323602785807,0.00033485265687566986,0.0023334666210258893,0.0004671510770040527,0.000809047289450518,0.00022264795037363447
6,160000,0.11,0.0023289772727272725,0.00034434771475504937,0.0023017045454545456,0.0003789815319373581,0.008839772727272727,0.000726259059202968,0.0018627787931568222,0.0003374844381077296,0.0022781077098764685,0.0003707338386383058,0.0045586104828304955,0.00045276347361149097,0.005951869549800778,0.0005359904834866311,0.0020752592632622044,0.00033684766726171575
6,160000,0.13,0.005,0.0005423537214508605,0.0048831730769230775,0.00045656651904905167,0.017914903846153848,0.0008240012950509011,0.0038814445960889633,0.00045715371364209964,0.0048193287552806725,0.0005379108247885055,0.009498590119944368,0.0007250727971688288,0.012399435120610727,0.0007150700274304025,0.004489281826029473,0.00048415123299084227
6,160000,0.15,0.009117916666666665,0.0005819941473073418,0.00874875,0.0005268965413416355,0.03204708333333333,0.0010509528579923184,0.007254688994376181,0.0006133863265132682,0.008883725424610897,0.0006773181224099922,0.017092413026674448,0.000814572185701935,0.022189684792548178,0.0010057235434287296,0.008335730322228133,0.0006289567436015353
6,160000,0.17,0.015214705882352943,0.0007064894754295591,0.014113602941176471,0.0006981015524015098,0.051180514705882356,0.0013995806863252298,0.012334820970360667,0.0007531663738631858,0.01473741066264757,0.0007849774593885595,0.02840726791172424,0.0009726881562155443,0.03590582495379773,0.0011770651012441562,0.013944008135135036,0.0006439063353957255
6,160000,0.19,0.02357894736842105,0.0008528812987135376,0.021477302631578953,0.0008213427156035838,0.07631776315789471,0.001531982589467691,0.01938760265185463,0.0007737452143861226,0.022555427041240375,0.0008377604418077225,0.04294522372558078,0.0011300452137360426,0.054251905104363465,0.00131962438841653,0.021830816478496315,0.0008784663200281222
6,160000,0.21,0.03475654761904762,0.0010897115678106793,0.03053035714285714,0.0008664485351473317,0.10655892857142858,0.001633490920656886,0.028706918848601153,0.0009738430483338496,0.03251021232682198,0.0010951736469788332,0.061791332256176855,0.0012303794628518816,0.07724664548561191,0.001375705412112332,0.03199552640811983,0.001150045179494093
6,160000,0.23,0.0487046195652174,0.0011102068704752607,0.04121005434782609,0.0008017958101339721,0.14230108695652174,0.0016979407284682536,0.0407583632406399,0.0012024270781707494,0.044865321234456995,0.00102781922131523,0.08430179103879422,0.0014259541273413518,0.10514203464404197,0.0014678015302447688,0.044846229371592106,0.0012736628936774424
6,160000,0.25,0.0661345,0.0014899151821496418,0.05390375000000001,0.001002617667658016,0.18234425,0.0021026972410454134,0.054662111807432634,0.0012339101186295213,0.05909956033755161,0.0011637703144123353,0.1108250407493758,0.0014953204826156172,0.13678729442259274,0.0016300077596094905,0.060385946934120714,0.0013218216984160582
6,320000,0.05,4.5625000000000004e-05,4.909732044623209e-05,6.0625e-05,6.522497125334744e-05,0.00021,0.00011302654555457314,3.674629768951068e-05,5.042219840011453e-05,3.604501712151146e-05,5.5815066287958975e-05,9.944840619029494e-05,8.619030030373025e-05,0.00012258199274465582,8.288735028854674e-05,4.694808242988128e-05,4.484021218937638e-05
6,320000,0.07,0.00026874999999999995,0.00010695295670985255,0.00026651785714285715,0.00011819064691360795,0.0010785714285714285,0.0002376342263021135,0.00019927072035824786,0.00010344705882009472,0.0002519534739154188,0.0001238054131970152,0.0005265378274676994,0.00012694563983754793,0.0006972479626744478,0.00016602162840432516,0.00023220643316577115,0.00010317223114003877
6,320000,0.09,0.0009378472222222223,0.0001664129289580071,0.0009281249999999998,0.00020185858779747914,0.0035468750000000005,0.00031608190251455746,0.0006955889115071901,0.0001556773238933726,0.0009080287587673185,0.00016937384624460196,0.001838145414132343,0.00023746586005726685,0.0023863543726461768,0.00027458280964680126,0.0008136270234736411,0.0001376537778043352
6,320000,0.11,0.002346590909090909,0.0002586631736384099,0.0022923295454545457,0.00023332478200952718,0.008829545454545455,0.0005118053647676612,0.0018038585406536347,0.00023141804629001227,0.0022910043952797114,0.0002464251006106571,0.004570286107005414,0.00035908743864131556,0.005924435704838131,0.00037824849788764477,0.0020602380801168453,0.0002640110585977923
6,320000,0.13,0.004931250000000001,0.0003125928116613797,0.004786778846153846,0.000351317900610261,0.017988221153846153,0.0005636462577074941,0.0038971506153773054,0.00030571730553701073,0.004817079374761876,0.0003345025511160553,0.009476666517616973,0.00047531591134366993,0.012275110659433047,0.0004923271844167634,0.004443307010109591,0.0003192092679236755
6,320000,0.15,0.009165000000000001,0.00043180499714055593,0.008804375,0.0004137176367839678,0.031939375,0.0007622329621196308,0.007348964219746437,0.000377045150152174,0.008874007882755178,0.0004764646904000106,0.017034676410064824,0.0005620138252401891,0.022167257269478848,0.0006261271322800255,0.008313681649132184,0.00044732927245015895
6,320000,0.17,0.015243933823529413,0.0005614227899165029,0.014190992647058823,0.0004749873014943477,0.05133400735294117,0.0009026137937287052,0.012349916366456106,0.00045629246887941903,0.014616890091961812,0.0005396673547526796,0.028207069446795883,0.0007755298498361662,0.036020782590399765,0.0007520572630930524,0.013850257174632143,0.0005075684038896805
