K,M,N/M,exp1-mean,exp1-std,exp2-mean,exp2-std,exp3-mean,exp3-std,exp4-mean,exp4-std,exp5-mean,exp5-std,exp6-mean,exp6-std,exp7-mean,exp7-std,exp8-mean,exp8-std
6,320000,0.19,0.023697861842105265,0.0006352435105143722,0.021340953947368423,0.0005512958432439403,0.0762078947368421,0.0010683507641515305,0.01965127675405377,0.0006141009682056382,0.022478281062859543,0.0005911900914717289,0.04287413172827506,0.0007679316885013434,0.05465851634708551,0.0008568991255286455,0.021733525210696998,0.0006339382890384068
6,320000,0.21,0.03470907738095238,0.0008246018303870792,0.03045059523809524,0.0005883985023936136,0.10656934523809525,0.0012086162948654483,0.028839953885934605,0.00073334552325383,0.032557918957503845,0.0007139128513126675,0.061526136616192044,0.0009039368996742063,0.07724207004483472,0.001016152422489794,0.031933772417842475,0.000722040281795396
6,320000,0.23,0.04884891304347828,0.0007878538939868997,0.04140108695652173,0.0006732615407965093,0.1419485054347826,0.0012212052890793483,0.04044617254083713,0.0007839081285774454,0.044503753679006296,0.000779904796277904,0.0842857698838421,0.0010426962670038215,0.10492501739700877,0.0011517574561536144,0.044908587612838176,0.0008118184936617348
6,320000,0.25,0.066206625,0.0010658703236674707,0.053829875,0.0006882856760640889,0.182122,0.0012544447476871984,0.05479990303929475,0.0009280413625115427,0.05918523551643948,0.0007822230071283544,0.11090863470143049,0.0011812953187050866,0.13688876516331347,0.0010317733689991261,0.060384594168998246,0.0008567050711780339
8,40000,0.05,2e-05,9.797958971132714e-05,5e-06,4.9749371855331e-05,9.500000000000002e-05,0.00022017038856303998,4.5116473688320346e-06,2.851450528685324e-05,9.512819305653911e-06,6.755658997582626e-05,2.8559699028116118e-05,0.00010691553630493327,3.412605556927013e-05,0.00011751134272989757,6.449700670912048e-06,3.400446764637494e-05
8,40000,0.07,0.00015000000000000004,0.00023244485850389972,0.0001642857142857143,0.00023915241489690293,0.0006571428571428571,0.0004621378891320518,8.87968737858645e-05,0.00013777129364319813,0.00011694341360527547,0.000218299051886207,0.00036231895268787307,0.0003214201040368087,0.00043606647238311725,0.0003715636791716337,0.00011385314817045993,0.00018379808531438025
8,40000,0.09,0.0007472222222222224,0.00043513691615682204,0.0007166666666666669,0.0004234266447175829,0.0029638888888888887,0.0008924019121671053,0.00043241203757035337,0.00029459827477183194,0.0006082054613805492,0.00041456824379817276,0.0014144873186691107,0.0005052482078972471,0.0019001255321419294,0.0007247809369477046,0.0005272535393169744,0.0003646518991276133
8,40000,0.11,0.002161363636363636,0.0006203296577607109,0.0022227272727272725,0.0006544349654220365,0.009031818181818183,0.0013141081254178654,0.001575246609943235,0.0006224323646162307,0.002192872817630952,0.0006890956806685034,0.004231166066804004,0.0009652841148640305,0.005780296242141731,0.001211673679142544,0.0018281308597404965,0.0005827223749574513
8,40000,0.13,0.005290384615384616,0.0009886542015171507,0.005019230769230769,0.0009399499546038412,0.020488461538461542,0.001735553217396171,0.0038244321357480803,0.0008046174079943584,0.004887611893304682,0.001149056705055048,0.01012602364181529,0.001339308321520444,0.013379684104908385,0.001393600252420882,0.004167171408738428,0.0008511601127861044
8,40000,0.15000000000000002,0.010681666666666667,0.0012812960018842032,0.010181666666666667,0.00135566609294308,0.039768333333333336,0.0025778861926435428,0.007599031761631168,0.0011435491223208364,0.009810220031381815,0.0014223188329757796,0.02012119169988756,0.001634083458754398,0.026539003951686947,0.002119351248368365,0.008904694494140166,0.0011826098079444605
8,40000,0.16999999999999998,0.019276364171201647,0.0017557266653852016,0.01759964700691278,0.0015009731377943474,0.06771436976025887,0.0027308602420412164,0.014153989657744354,0.0014664998939446585,0.017610856714410324,0.0017892497766030045,0.03549399476205625,0.002048924486333548,0.045988918490160395,0.0023781464927476064,0.01624865271447655,0.0015254659187133
8,40000,0.19,0.03140921052631579,0.001998813273266175,0.02777763157894737,0.0016093450044941593,0.10486973684210527,0.0030840878702932174,0.02397269962482743,0.0016899106562565497,0.028154227034127656,0.001929759772576157,0.056959834766825514,0.002547814987293278,0.07287061603307877,0.002787365255302288,0.02647276146920214,0.001774204102634433
8,40000,0.21000000000000002,0.04820595238095238,0.00268922510945856,0.040861904761904766,0.001608343466888523,0.14985833333333332,0.003815794504217005,0.03669918982381885,0.0019583182698204825,0.042168556022187186,0.002386583848734342,0.08446191372712958,0.0028438818046582883,0.10748632698904449,0.0032655683907982266,0.041032011784597096,0.002225787819058204
8,40000,0.22999999999999998,0.07036630434782609,0.0027480726619555614,0.05645108695652173,0.0018348247857299406,0.2027315217391305,0.004405102488030977,0.05371492290950387,0.0023432590069618394,0.059804866827661216,0.0023745767604936704,0.11753478001758993,0.003584138824339044,0.14855823856986433,0.0033950678298939464,0.059704231355513414,0.002196293892427228
8,40000,0.25,0.098921,0.0033533951452222265,0.074383,0.002229217575742664,0.261005,0.004031535067440193,0.07469347695771363,0.002681506634601705,0.08099476190417983,0.0031047838317369556,0.15759443351846408,0.003992872450493542,0.19556303799772945,0.003857073147783341,0.08247567101462444,0.0031952149201561887
8,80000,0.05,1.7500000000000002e-05,6.378675411086538e-05,1.7500000000000002e-05,7.292976072907414e-05,9.75e-05,0.00015769828787910159,1.0220852677417877e-05,3.558320755434431e-05,1.8256388523366233e-05,8.499016970569651e-05,3.3381310623674925e-05,8.277956928398089e-05,4.057498049615983e-05,0.00012857878839376362,1.138371399805003e-05,3.833182519486892e-05
8,80000,0.07,0.0001714285714285714,0.00016154546968426628,0.00015892857142857142,0.0001673148535070381,0.0007321428571428573,0.00041071428571428574,0.00010761874055046307,0.00011580137646538439,0.00011052383610883442,0.00014990452726886653,0.0002746597774179819,0.0001931272609547792,0.0004107538143941274,0.00024912727443600715,0.0001002022672273511,0.000118364693862876
8,80000,0.09,0.0007236111111111111,0.0003223269705220553,0.0007208333333333333,0.0003097533616633214,0.003109722222222222,0.000673831579041514,0.0004544725448504613,0.0002077886408413339,0.0006498684838861255,0.0003384374116046282,0.0014244815503783772,0.0004022385237564434,0.0019750301570264426,0.00045437890984513035,0.0005828746294802699,0.0003035654876106903
8,80000,0.11,0.0022284090909090912,0.00046518652395153887,0.0022318181818181816,0.0005168943335596896,0.009187500000000001,0.0010762959466968335,0.0014517117314016017,0.00033307091855873004,0.002068365749717853,0.0005272761925692422,0.004333358237367029,0.000691814304631214,0.005716927364700912,0.0008151037509326301,0.0017224894968327583,0.00040367168832084854
8,80000,0.13,0.0051884615384615385,0.0007843372433096643,0.005106730769230769,0.000616719555677481,0.02058846153846154,0.0015385384596154808,0.0037175584197498305,0.0004956272270710117,0.0048489569518253076,0.0007583322089428227,0.010178135251116183,0.0008794059549983099,0.013500694444607983,0.001116106538313803,0.004207360676296093,0.0006812448512595087
8,80000,0.15,0.01068166666666667,0.0009967572422611235,0.010159166666666669,0.0009417842846899117,0.039705000000000004,0.001751999651192253,0.007747445478787012,0.0008214839043170524,0.009874198276274162,0.0009201213030398505,0.02051900144216788,0.0012605974962114493,0.026738287319546812,0.0014253418299131335,0.008993893828158557,0.0009539792300769567
8,80000,0.17,0.01910441176470588,0.0012309262765372651,0.017593382352941177,0.0011255455712875344,0.06793014705882353,0.0021089069790281825,0.01441185228191574,0.0010257752159371157,0.017395063485281935,0.0011983336595135666,0.03570143805581836,0.0012477162379698997,0.04624494046749152,0.0017712334535564902,0.01608268547080893,0.0009539194106650404
8,80000,0.19,0.03171315789473684,0.0014137519578546834,0.02781184210526316,0.0011985469908170794,0.10444473684210528,0.0022395556296467716,0.023691007284816826,0.001354960403292674,0.028586902529119017,0.0013517749481636297,0.05681964902834141,0.001753993565528615,0.0730316392161549,0.0023023392319771107,0.02679097225053926,0.0011425242325782108
8,80000,0.21,0.04797023809523811,0.0018179725226115276,0.04109404761904761,0.0014199087551726253,0.14940714285714285,0.0026032793726497145,0.03679952271326347,0.0012617852586930861,0.04266371834026557,0.0017223956353966446,0.0839508429813378,0.002123288090466719,0.10730166424813017,0.0019616333656309755,0.04150524129693125,0.0015627804888946693
8,80000,0.23,0.07033152173913043,0.002143103691145598,0.05689076086956523,0.0013076112933220795,0.20345815217391308,0.002552261578655099,0.053821688250672885,0.001881017971103875,0.06052351768501877,0.0017368655983227613,0.11828978938753654,0.002158959300502784,0.14830497170335868,0.0026184096721239333,0.059718282861440125,0.0016169067443825933
8,80000,0.25,0.09853549999999998,0.0022942786992865534,0.07451650000000001,0.0015538509420147098,0.26156899999999994,0.003115034349730352,0.07446404664160991,0.0020111731006287087,0.0811536188724639,0.001692909699153676,0.15818718544875907,0.0028538077683826703,0.19602935992347173,0.00260876670876057,0.08253700244596246,0.002077352092219067
8,160000,0.05,1.875e-05,4.8007160924178805e-05,2.3750000000000005e-05,5.781165539923589e-05,9.375000000000002e-05,0.00010364452469860626,1.0914721972297871e-05,3.626759674903977e-05,1.288273117453499e-05,4.2908913145004127e-05,3.779008983057153e-05,5.811614121742849e-05,6.498673914091458e-05,8.299434683998501e-05,1.2183499534474005e-05,3.7350993057561225e-05
8,160000,0.07,0.00015714285714285716,0.000125076507198839,0.00015267857142857143,0.00011661616679149961,0.0006892857142857143,0.00020942401573684652,9.866333848933227e-05,8.266817015227653e-05,0.00010807488531748527,0.00011101495278474341,0.00032950944146335715,0.00017159435051829143,0.00044663044151022145,0.00020224462057335987,0.0001195016929875266,8.982661836921764e-05
8,160000,0.09,0.0006854166666666666,0.00021373889943019178,0.0006951388888888889,0.00023146886539694307,0.003011111111111111,0.00041753612987750695,0.000440016509906858,0.00015240113408234097,0.0006340555350672473,0.00023562369932886082,0.001400247972959069,0.0002877931722324237,0.0018744388611699194,0.00037326381318775236,0.0005134903989696791,0.0001653488756408441
8,160000,0.11,0.002143181818181818,0.00031007113953131454,0.00220625,0.0003493329497972523,0.008891477272727273,0.0006581348375215402,0.0015018822653117812,0.0002955410828597145,0.002006121847303636,0.0003912717164697719,0.004196401932576654,0.00048230008038457775,0.005821001859312702,0.0005017122189556023,0.0017289971899983466,0.00028535076718937347
8,160000,0.13,0.005218749999999999,0.0005165249565076854,0.005033653846153846,0.00048357355198306163,0.02055673076923077,0.0010164416664239044,0.003696672902384185,0.00034135987190320194,0.004881645509744087,0.0005396943481782659,0.010104013527758677,0.0007387927996933275,0.013493073309337893,0.0008145997138263751,0.00422277763038347,0.0003825855781526618
8,160000,0.15,0.010800833333333336,0.0007466494603672239,0.01010875,0.0006016440150399018,0.03963166666666667,0.0012234928370130423,0.0077141683827915905,0.0005309112683345447,0.009818241113215647,0.0007107096786170869,0.02005768786250389,0.0008476992040936837,0.026633246118696524,0.0009345301513570868,0.00894779568015005,0.0005818490218457155
8,160000,0.17,0.019222794117647057,0.0007794467944403402,0.01764448529411765,0.0008478750248369239,0.06758713235294117,0.0016985425817543907,0.014259622255082047,0.0007101248806357784,0.01754810761743371,0.0007953144566359696,0.03548372572507814,0.0009915030958078787,0.04627275646084865,0.0013159507595212076,0.016151299502165314,0.0007208181346051054
8,160000,0.19,0.031336842105263156,0.0010716368185696716,0.0280171052631579,0.000837209245845768,0.10429046052631578,0.0016169645711462282,0.02376801694381542,0.0009185003431103205,0.028589743366924672,0.0009721231837511056,0.05681994250448921,0.0014413411341749507,0.07263440287941664,0.0014859939519958737,0.02671732331161095,0.0008911138045788553
8,160000,0.21,0.04833660714285715,0.0013137505852323767,0.04107261904761906,0.0010116326664987832,0.1504708333333333,0.001900112349733558,0.03691602408381111,0.0010793846013632173,0.04271412643895998,0.0011349783491995192,0.08428091141222861,0.0014417448957221835,0.10743592263511655,0.0016648290825404559,0.04130374563199033,0.001090649112328761
8,160000,0.23,0.0703366847826087,0.001260458932149757,0.056734239130434766,0.001131508034624439,0.2028866847826087,0.002069709984061492,0.05364208193013421,0.001172118316478531,0.05995813120259618,0.0012163329213616492,0.11801735629437368,0.0018322255998622823,0.14842107107569957,0.0021038865586428595,0.059958234160695574,0.0012573507947452756
8,160000,0.25,0.09844,0.0015273015419359722,0.07467399999999999,0.0012018055167122511,0.26129575000000005,0.002002642176600703,0.0745504771378876,0.001415807252379021,0.08082625797564007,0.0014069905243214963,0.1577194652661871,0.0019350556281171236,0.19565688919596,0.001976824009297172,0.08290878003388245,0.0016690759572762215
8,320000,0.05,1.8125e-05,3.3418510963237126e-05,2.0000000000000005e-05,3.6314597615834875e-05,8.3125e-05,7.074105508825833e-05,8.428273923466424e-06,1.6940707400216187e-05,1.5106279614573375e-05,3.2686216021379894e-05,4.285769033653861e-05,4.733582079549656e-05,4.823722476579386e-05,5.300461690363298e-05,7.774910448281064e-06,1.5884101309162833e-05
8,320000,0.07,0.0001647321428571429,9.526727138660464e-05,0.00014955357142857142,7.920176338933112e-05,0.0006781250000000001,0.00016724038954573194,0.00010231014928227898,5.650670606177508e-05,0.00012762500473278233,9.263322510183751e-05,0.0002966865740648351,0.00011509880647346821,0.00042384506495452825,0.00015190840850152788,0.00012129206554663792,6.251316117004419e-05
8,320000,0.09,0.0007357638888888889,0.00016246846500756254,0.0007204861111111111,0.00012920912907180292,0.003050694444444445,0.0003546775998645517,0.00046972960641686914,0.0001307789866603163,0.0006526587059285619,0.00016904207336460438,0.0014245812553654689,0.00020426365338294914,0.0018629072454784676,0.00025768736345917307,0.0005434372341746585,0.00012127930392109428
8,320000,0.11,0.0022090909090909092,0.0002444542432974231,0.002116193181818182,0.00023252090320811806,0.009001704545454545,0.0005277980949462832,0.0014921876833393882,0.0001903900910715405,0.002015392510194414,0.0002602051312701647,0.004316751231754241,0.000342783552180202,0.005760598475638202,0.00037225499568212245,0.0017163586528261682,0.0002078014281704741
8,320000,0.13,0.005291826923076924,0.00033847348919023975,0.005086298076923077,0.0003401946823144065,0.020585576923076925,0.0006586847269571592,0.0037370805911440103,0.0003013854254243382,0.0049007740904366045,0.0003616136519430085,0.010156127320414767,0.0005513862968613732,0.013531910351354431,0.0005148334835035374,0.0041749743376002495,0.0002694681382098147
8,320000,0.15,0.010687083333333333,0.0005215576629993403,0.010153125,0.00040993917866963313,0.039954166666666666,0.0009288910278749958,0.007772881202938186,0.0004034921025786057,0.009809395453437893,0.0004613530316931942,0.020141031102762583,0.0006201966260057098,0.02656939123816603,0.0007594996480089595,0.008865236921689746,0.000363469245657134
8,320000,0.17,0.019200000000000002,0.0006563219807286233,0.017668198529411764,0.0005419919165623639,0.0676376838235294,0.0009869440442307116,0.014296362868648502,0.0004765709480726687,0.017519811321080023,0.0005193124208183143,0.03559902783106467,0.0007834062191731969,0.046083626019851505,0.0008630886904409214,0.016136320347754998,0.0005403590775300127
8,320000,0.19,0.031507730263157896,0.0007157348045045419,0.027974013157894734,0.0005890426092092057,0.10461151315789476,0.0011377175810139348,0.02375228505600115,0.0006268579280716669,0.02848395051485155,0.000668933998013393,0.05668235032986372,0.0009553491584548308,0.0729526086291637,0.0010801138825850389,0.026811793836802923,0.0006454638288114513
8,320000,0.21,0.048328869047619044,0.000965250885651273,0.04100074404761905,0.0006432613333346221,0.14968526785714287,0.001305737856167613,0.036692811970312704,0.0007907609346269066,0.042694416325134175,0.0008909219222198084,0.08430580248198437,0.0009636307574994123,0.106859618409115,0.0013628992874885,0.04126456025177037,0.0008447485838616491
8,320000,0.23,0.07037173913043478,0.0010463006723121745,0.05650434782608695,0.0007358615374297201,0.20264551630434785,0.0014676394906359823,0.05374949975753605,0.00071984808978282,0.059842001656031305,0.0009257147254662296,0.11773759816528749,0.0012382880732436433,0.14809498471754604,0.0013451117815132842,0.05993260250928886,0.000932115670629059
8,320000,0.25,0.098506625,0.0013398699272224152,0.07470600000000001,0.0008761376176149504,0.26122625,0.001605611740895041,0.07459321931740887,0.0009235639350237181,0.0807887074431977,0.00102987368089845,0.15773828402621984,0.0013204159030108617,0.19532658982831674,0.0013803250058786098,0.0830876799517705,0.0010593191572400983
